,date,l_ipn,r_asn,f,category
2289,2006-07-11,1,3794,2,0
2290,2006-07-11,1,4134,16,1
2291,2006-07-11,1,4323,1,0
2292,2006-07-11,1,4538,5,0
2293,2006-07-11,1,4766,3,0
2294,2006-07-11,1,4804,3,0
2295,2006-07-11,1,4812,1,0
2296,2006-07-11,1,4837,1,0
2316,2006-07-11,2,209,18,1
2317,2006-07-11,2,1312,257,1
2318,2006-07-11,2,3320,1,0
2319,2006-07-11,2,3561,2,0
2320,2006-07-11,2,4134,1,0
2321,2006-07-11,2,4323,4,0
2337,2006-07-11,3,1668,2,0
2338,2006-07-11,3,3320,7,0
2339,2006-07-11,3,3356,2,0
2340,2006-07-11,3,4134,84,1
2341,2006-07-11,3,4804,2,0
2342,2006-07-11,3,4812,1,0
2343,2006-07-11,3,4837,1,0
2346,2006-07-11,4,3320,2,0
2347,2006-07-11,4,4134,3,0
2348,2006-07-11,4,4538,1,0
2355,2006-07-11,5,1668,4,0
2356,2006-07-11,5,2152,3,0
2357,2006-07-11,5,3320,8,1
2358,2006-07-11,5,3356,1,0
2359,2006-07-11,5,3561,2,0
2360,2006-07-11,5,4134,106,1
2361,2006-07-11,5,4538,6,0
2362,2006-07-11,5,4804,6,0
2363,2006-07-11,5,4837,1,0
2369,2006-07-11,6,1668,4,0
2370,2006-07-11,6,3320,6,0
2371,2006-07-11,6,4134,90,1
2372,2006-07-11,6,4538,16,1
2373,2006-07-11,6,4804,2,0
2374,2006-07-11,6,4812,1,0
2375,2006-07-11,6,4837,1,0
2380,2006-07-11,7,3,1,0
2381,2006-07-11,7,225,14,1
2382,2006-07-11,7,1239,10,1
2383,2006-07-11,7,1668,2,0
2384,2006-07-11,7,2116,5,0
2385,2006-07-11,7,2152,2,0
2386,2006-07-11,7,2856,4,0
2387,2006-07-11,7,3320,1,0
2388,2006-07-11,7,3356,5,0
2389,2006-07-11,7,3561,1,0
2390,2006-07-11,7,3598,1,0
2391,2006-07-11,7,3701,3,0
2392,2006-07-11,7,4766,4,0
2393,2006-07-11,7,4837,3,0
2410,2006-07-11,8,2116,1,0
2411,2006-07-11,8,2856,2,0
2412,2006-07-11,8,3320,1,0
2413,2006-07-11,8,3356,2,0
2414,2006-07-11,8,4766,1,0
2415,2006-07-11,8,4771,4,0
2416,2006-07-11,8,4837,1,0
2424,2006-07-11,9,102,192,1
2425,2006-07-11,9,299,14,1
2426,2006-07-11,9,553,16,1
2427,2006-07-11,9,2152,113,1
2428,2006-07-11,9,2165,2,0
2429,2006-07-11,9,2497,14,1
2430,2006-07-11,9,2714,6,0
2431,2006-07-11,9,2914,6,0
2432,2006-07-11,9,3561,29,1
2433,2006-07-11,9,3614,78,1
2434,2006-07-11,9,4265,18,1
2435,2006-07-11,9,4323,18,1
2436,2006-07-11,9,4436,1,0
2472,2006-07-12,0,209,2,0
2473,2006-07-12,0,1221,1,0
2474,2006-07-12,0,2152,1,0
2475,2006-07-12,0,2914,1,0
2476,2006-07-12,0,3249,1,0
2477,2006-07-12,0,3320,1,0
2478,2006-07-12,0,3356,1,0
2479,2006-07-12,0,3561,31,1
2480,2006-07-12,0,3671,18,1
2481,2006-07-12,0,4134,1,0
2482,2006-07-12,0,4230,1,0
2483,2006-07-12,0,4544,1,0
2484,2006-07-12,0,4766,2,0
2485,2006-07-12,0,4837,1,0
2524,2006-07-12,1,3,2,0
2525,2006-07-12,1,680,1,0
2526,2006-07-12,1,3265,1397,1
2527,2006-07-12,1,3320,4,0
2528,2006-07-12,1,3462,2,0
2529,2006-07-12,1,3561,9,1
2530,2006-07-12,1,4134,4,0
2531,2006-07-12,1,4266,4,0
2532,2006-07-12,1,4657,4,0
2533,2006-07-12,1,4755,6,0
2534,2006-07-12,1,4766,4,0
2535,2006-07-12,1,4812,1,0
2553,2006-07-12,2,104,1,0
2554,2006-07-12,2,209,24,1
2555,2006-07-12,2,1312,106,1
2556,2006-07-12,2,2552,1,0
2557,2006-07-12,2,3561,15,1
2558,2006-07-12,2,4181,1,0
2559,2006-07-12,2,4766,1,0
2576,2006-07-12,3,3,2,0
2577,2006-07-12,3,4134,3,0
2578,2006-07-12,3,4766,2,0
2584,2006-07-12,4,3320,21,1
2585,2006-07-12,4,4323,1,0
2586,2006-07-12,4,4766,1,0
2594,2006-07-12,5,2152,2,0
2595,2006-07-12,5,3561,3,0
2596,2006-07-12,5,4134,2,0
2597,2006-07-12,5,4766,1,0
2598,2006-07-12,5,4812,2,0
2599,2006-07-12,5,4837,1,0
2606,2006-07-12,6,3,2,0
2607,2006-07-12,6,4134,5,0
2608,2006-07-12,6,4766,2,0
2609,2006-07-12,6,4812,1,0
2610,2006-07-12,6,4837,1,0
2617,2006-07-12,7,3356,1,0
2618,2006-07-12,7,3701,1,0
2630,2006-07-12,8,4,1,0
2631,2006-07-12,8,209,2,0
2632,2006-07-12,8,3209,1,0
2633,2006-07-12,8,3816,1317,1
2637,2006-07-12,9,209,2,0
2638,2006-07-12,9,2152,3,0
2639,2006-07-12,9,2828,2,0
2640,2006-07-12,9,2914,30,1
2641,2006-07-12,9,3614,1,0
2642,2006-07-12,9,4323,3,0
2651,2006-07-13,0,209,3,0
2652,2006-07-13,0,701,4,0
2653,2006-07-13,0,2152,3,0
2654,2006-07-13,0,2379,1,0
2655,2006-07-13,0,2914,1,0
2656,2006-07-13,0,3215,1,0
2657,2006-07-13,0,3269,1,0
2658,2006-07-13,0,3462,2,0
2659,2006-07-13,0,3561,25,1
2660,2006-07-13,0,3671,11,1
2661,2006-07-13,0,3786,1,0
2662,2006-07-13,0,4134,2,0
2663,2006-07-13,0,4670,1,0
2664,2006-07-13,0,4814,6,0
2665,2006-07-13,0,4837,1,0
2710,2006-07-13,1,2519,2,0
2711,2006-07-13,1,2647,2,0
2712,2006-07-13,1,2828,2,0
2713,2006-07-13,1,3265,1429,1
2714,2006-07-13,1,3462,1,0
2715,2006-07-13,1,3561,2,0
2716,2006-07-13,1,3741,3,0
2717,2006-07-13,1,4134,7,0
2718,2006-07-13,1,4230,1,0
2719,2006-07-13,1,4266,2,0
2720,2006-07-13,1,4323,1,0
2721,2006-07-13,1,4766,1,0
2722,2006-07-13,1,4812,1,0
2723,2006-07-13,1,4814,9,1
2747,2006-07-13,2,81,3,0
2748,2006-07-13,2,209,37,1
2749,2006-07-13,2,1312,84,1
2750,2006-07-13,2,3561,3,0
2751,2006-07-13,2,4323,5,0
2768,2006-07-13,3,4134,2,0
2769,2006-07-13,3,4230,1,0
2770,2006-07-13,3,4766,2,0
2771,2006-07-13,3,4812,1,0
2772,2006-07-13,3,4814,22,1
2782,2006-07-13,4,4323,1,0
2783,2006-07-13,4,4814,1,0
2792,2006-07-13,5,3356,1,0
2793,2006-07-13,5,4134,2,0
2794,2006-07-13,5,4230,2,0
2795,2006-07-13,5,4766,2,0
2796,2006-07-13,5,4814,5,0
2797,2006-07-13,5,4837,1,0
2808,2006-07-13,6,4134,2,0
2809,2006-07-13,6,4230,2,0
2810,2006-07-13,6,4766,5,0
2811,2006-07-13,6,4812,1,0
2812,2006-07-13,6,4814,4,0
2822,2006-07-13,7,109,6,0
2823,2006-07-13,7,701,2,0
2824,2006-07-13,7,2116,9,1
2825,2006-07-13,7,2152,19,1
2826,2006-07-13,7,2856,3,0
2827,2006-07-13,7,3356,1,0
2828,2006-07-13,7,3701,3,0
2829,2006-07-13,7,4766,5,0
2830,2006-07-13,7,4837,6,0
2857,2006-07-13,8,109,6,0
2858,2006-07-13,8,2116,2,0
2859,2006-07-13,8,2856,1,0
2860,2006-07-13,8,3356,1,0
2861,2006-07-13,8,4766,2,0
2862,2006-07-13,8,4771,4,0
2863,2006-07-13,8,4837,2,0
2872,2006-07-13,9,3356,2,0
2875,2006-07-14,0,209,1,0
2876,2006-07-14,0,701,1,0
2877,2006-07-14,0,2914,1,0
2878,2006-07-14,0,3209,1,0
2879,2006-07-14,0,3320,2,0
2880,2006-07-14,0,3561,47,1
2881,2006-07-14,0,3737,1,0
2882,2006-07-14,0,4230,1,0
2883,2006-07-14,0,4670,1,0
2884,2006-07-14,0,4755,2,0
2885,2006-07-14,0,4814,1,0
2886,2006-07-14,0,4837,2,0
2928,2006-07-14,1,8,7,0
2929,2006-07-14,1,852,4,0
2930,2006-07-14,1,3265,1364,1
2931,2006-07-14,1,3356,1,0
2932,2006-07-14,1,3561,14,1
2933,2006-07-14,1,3786,6,0
2934,2006-07-14,1,4058,2,0
2935,2006-07-14,1,4134,3,0
2936,2006-07-14,1,4670,2,0
2937,2006-07-14,1,4766,8,1
2938,2006-07-14,1,4812,1,0
2960,2006-07-14,2,209,52,1
2961,2006-07-14,2,226,2,0
2962,2006-07-14,2,1312,84,1
2963,2006-07-14,2,3557,1,0
2964,2006-07-14,2,3561,7,0
2965,2006-07-14,2,3659,1,0
2966,2006-07-14,2,4814,12,1
2967,2006-07-14,2,4983,108,1
2981,2006-07-14,3,8,6,0
2982,2006-07-14,3,852,1,0
2983,2006-07-14,3,4134,2,0
2997,2006-07-14,5,8,6,0
2998,2006-07-14,5,852,4,0
2999,2006-07-14,5,3561,1,0
3000,2006-07-14,5,4134,2,0
3001,2006-07-14,5,4812,1,0
3008,2006-07-14,6,8,7,0
3009,2006-07-14,6,852,4,0
3010,2006-07-14,6,4134,2,0
3011,2006-07-14,6,4812,1,0
3012,2006-07-14,6,4837,1,0
3018,2006-07-14,7,3,3,0
3019,2006-07-14,7,852,38,1
3020,2006-07-14,7,1239,10,1
3021,2006-07-14,7,2152,23,1
3022,2006-07-14,7,2200,2,0
3023,2006-07-14,7,3356,12,1
3024,2006-07-14,7,3561,91,1
3025,2006-07-14,7,3701,3,0
3026,2006-07-14,7,4134,1,0
3063,2006-07-14,8,852,1,0
3064,2006-07-14,8,3215,45,1
3065,2006-07-14,8,3561,1,0
3066,2006-07-14,8,4134,1,0
3070,2006-07-14,9,209,2,0
3072,2006-07-15,0,714,1,0
3073,2006-07-15,0,1213,1,0
3074,2006-07-15,0,3561,18,1
3075,2006-07-15,0,3671,11,1
3076,2006-07-15,0,3680,2,0
3077,2006-07-15,0,4134,4,0
3078,2006-07-15,0,4766,1,0
3079,2006-07-15,0,4837,5,0
3124,2006-07-15,1,73,5,0
3125,2006-07-15,1,81,2,0
3126,2006-07-15,1,701,2,0
3127,2006-07-15,1,1241,4,0
3128,2006-07-15,1,1299,2,0
3129,2006-07-15,1,2856,15,1
3130,2006-07-15,1,3265,1360,1
3131,2006-07-15,1,3320,1,0
3132,2006-07-15,1,3352,1,0
3133,2006-07-15,1,3462,1,0
3134,2006-07-15,1,3561,5,0
3135,2006-07-15,1,4323,1,0
3136,2006-07-15,1,4436,4,0
3137,2006-07-15,1,4538,2,0
3138,2006-07-15,1,4766,4,0
3139,2006-07-15,1,4812,1,0
3140,2006-07-15,1,4837,307,1
3171,2006-07-15,2,47,1,0
3172,2006-07-15,2,81,1,0
3173,2006-07-15,2,209,2,0
3174,2006-07-15,2,1312,84,1
3175,2006-07-15,2,3561,12,1
3176,2006-07-15,2,4837,1,0
3190,2006-07-15,3,81,2,0
3191,2006-07-15,3,701,1,0
3192,2006-07-15,3,2152,1,0
3193,2006-07-15,3,3320,6,0
3194,2006-07-15,3,4134,2,0
3195,2006-07-15,3,4436,4,0
3196,2006-07-15,3,4812,1,0
3197,2006-07-15,3,4837,263,1
3205,2006-07-15,4,4323,2,0
3206,2006-07-15,4,4837,3,0
3213,2006-07-15,5,81,2,0
3214,2006-07-15,5,209,1,0
3215,2006-07-15,5,701,2,0
3216,2006-07-15,5,2152,1,0
3217,2006-07-15,5,3356,1,0
3218,2006-07-15,5,3561,1,0
3219,2006-07-15,5,4134,2,0
3220,2006-07-15,5,4436,4,0
3221,2006-07-15,5,4837,308,1
3234,2006-07-15,6,81,2,0
3235,2006-07-15,6,701,2,0
3236,2006-07-15,6,1668,2,0
3237,2006-07-15,6,3320,4,0
3238,2006-07-15,6,4134,4,0
3239,2006-07-15,6,4436,6,0
3240,2006-07-15,6,4837,316,1
3251,2006-07-15,7,701,2,0
3252,2006-07-15,7,2152,1,0
3253,2006-07-15,7,3561,2,0
3258,2006-07-15,8,701,1,0
3259,2006-07-15,8,3356,1,0
3260,2006-07-15,8,3462,4,0
3265,2006-07-15,9,3561,4,0
3268,2006-07-16,0,205,1,0
3269,2006-07-16,0,209,1,0
3270,2006-07-16,0,701,3,0
3271,2006-07-16,0,2518,1,0
3272,2006-07-16,0,3267,1,0
3273,2006-07-16,0,3462,3,0
3274,2006-07-16,0,3561,6,0
3275,2006-07-16,0,3671,7,0
3276,2006-07-16,0,3786,1,0
3277,2006-07-16,0,4766,1,0
3278,2006-07-16,0,4837,2,0
3302,2006-07-16,1,205,3,0
3303,2006-07-16,1,680,1,0
3304,2006-07-16,1,852,1,0
3305,2006-07-16,1,3265,1342,1
3306,2006-07-16,1,3462,2,0
3307,2006-07-16,1,3561,26,1
3308,2006-07-16,1,3786,2,0
3309,2006-07-16,1,3794,2,0
3310,2006-07-16,1,4134,5,0
3311,2006-07-16,1,4266,10,1
3312,2006-07-16,1,4323,1,0
3313,2006-07-16,1,4732,2,0
3314,2006-07-16,1,4766,6,0
3315,2006-07-16,1,4812,1,0
3316,2006-07-16,1,4837,2,0
3348,2006-07-16,2,1312,85,1
3349,2006-07-16,2,2152,1,0
3350,2006-07-16,2,2914,1,0
3351,2006-07-16,2,3267,1,0
3352,2006-07-16,2,3561,3,0
3353,2006-07-16,2,4323,8,1
3369,2006-07-16,3,205,3,0
3370,2006-07-16,3,3561,2,0
3371,2006-07-16,3,4134,1,0
3372,2006-07-16,3,4732,2,0
3373,2006-07-16,3,4812,1,0
3380,2006-07-16,4,205,1,0
3381,2006-07-16,4,3267,1,0
3382,2006-07-16,4,3561,24,1
3383,2006-07-16,4,4134,3,0
3391,2006-07-16,5,205,3,0
3392,2006-07-16,5,1241,2,0
3393,2006-07-16,5,1785,2,0
3394,2006-07-16,5,3561,1,0
3395,2006-07-16,5,4134,1,0
3396,2006-07-16,5,4732,2,0
3404,2006-07-16,6,205,2,0
3405,2006-07-16,6,2510,2,0
3406,2006-07-16,6,3267,1,0
3407,2006-07-16,6,3462,2,0
3408,2006-07-16,6,3561,1,0
3409,2006-07-16,6,4134,1,0
3410,2006-07-16,6,4732,2,0
3411,2006-07-16,6,4837,3,0
3420,2006-07-16,7,3,2,0
3421,2006-07-16,7,209,4,0
3422,2006-07-16,7,714,5,0
3423,2006-07-16,7,1239,15,1
3424,2006-07-16,7,2152,16,1
3425,2006-07-16,7,2642,7,0
3426,2006-07-16,7,2914,2,0
3427,2006-07-16,7,3356,2,0
3428,2006-07-16,7,3561,12,1
3429,2006-07-16,7,3699,2,0
3430,2006-07-16,7,3701,3,0
3431,2006-07-16,7,4513,1,0
3432,2006-07-16,7,4732,2,0
3452,2006-07-16,8,3356,2,0
3453,2006-07-16,8,4755,190,1
3461,2006-07-17,0,209,1,0
3462,2006-07-17,0,701,5,0
3463,2006-07-17,0,2828,1,0
3464,2006-07-17,0,2907,23,1
3465,2006-07-17,0,3240,1,0
3466,2006-07-17,0,3267,1279,1
3467,2006-07-17,0,3269,1,0
3468,2006-07-17,0,3561,25,1
3469,2006-07-17,0,3671,9,1
3470,2006-07-17,0,3786,1,0
3471,2006-07-17,0,4134,1,0
3472,2006-07-17,0,4766,2,0
3506,2006-07-17,1,8,2,0
3507,2006-07-17,1,27,1,0
3508,2006-07-17,1,73,5,0
3509,2006-07-17,1,2828,2,0
3510,2006-07-17,1,2907,8,1
3511,2006-07-17,1,3265,1351,1
3512,2006-07-17,1,3356,1,0
3513,2006-07-17,1,3462,5,0
3514,2006-07-17,1,4134,16,1
3515,2006-07-17,1,4323,2,0
3516,2006-07-17,1,4837,2,0
3540,2006-07-17,2,16,1,0
3541,2006-07-17,2,47,1,0
3542,2006-07-17,2,1312,82,1
3543,2006-07-17,2,2907,1,0
3544,2006-07-17,2,2915,7,0
3545,2006-07-17,2,3267,1279,1
3546,2006-07-17,2,3557,1,0
3547,2006-07-17,2,3561,6,0
3548,2006-07-17,2,4323,8,1
3549,2006-07-17,2,4814,3,0
3564,2006-07-17,3,8,2,0
3565,2006-07-17,3,27,2,0
3566,2006-07-17,3,2828,2,0
3567,2006-07-17,3,2907,2,0
3568,2006-07-17,3,3320,2,0
3569,2006-07-17,3,4323,1,0
3570,2006-07-17,3,4812,1,0
3581,2006-07-17,4,2907,19,1
3582,2006-07-17,4,3267,1279,1
3583,2006-07-17,4,4323,1,0
3594,2006-07-17,5,8,2,0
3595,2006-07-17,5,27,1,0
3596,2006-07-17,5,2828,2,0
3597,2006-07-17,5,2907,2,0
3598,2006-07-17,5,3320,2,0
3599,2006-07-17,5,3561,1,0
3600,2006-07-17,5,4323,2,0
3601,2006-07-17,5,4812,2,0
3612,2006-07-17,6,8,3,0
3613,2006-07-17,6,27,1,0
3614,2006-07-17,6,2828,2,0
3615,2006-07-17,6,2907,2,0
3616,2006-07-17,6,3320,4,0
3617,2006-07-17,6,4323,2,0
3618,2006-07-17,6,4812,1,0
3627,2006-07-17,7,71,4,0
3628,2006-07-17,7,209,3,0
3629,2006-07-17,7,714,26,1
3630,2006-07-17,7,2152,42,1
3631,2006-07-17,7,3561,1,0
3645,2006-07-17,8,3356,1,0
3652,2006-07-17,9,3561,2,0
3654,2006-07-18,0,209,3,0
3655,2006-07-18,0,701,3,0
3656,2006-07-18,0,714,1,0
3657,2006-07-18,0,2152,1,0
3658,2006-07-18,0,2819,1,0
3659,2006-07-18,0,2914,1,0
3660,2006-07-18,0,3269,1,0
3661,2006-07-18,0,3462,1,0
3662,2006-07-18,0,3561,37,1
3663,2006-07-18,0,3671,15,1
3664,2006-07-18,0,4837,1,0
3707,2006-07-18,1,703,1,0
3708,2006-07-18,1,3215,2,0
3709,2006-07-18,1,3265,1349,1
3710,2006-07-18,1,4134,5,0
3711,2006-07-18,1,4766,8,1
3712,2006-07-18,1,4812,1,0
3713,2006-07-18,1,4837,4,0
3733,2006-07-18,2,16,1,0
3734,2006-07-18,2,47,1,0
3735,2006-07-18,2,680,2,0
3736,2006-07-18,2,1312,97,1
3737,2006-07-18,2,2152,1,0
3738,2006-07-18,2,3561,7,0
3739,2006-07-18,2,3701,1,0
3740,2006-07-18,2,4323,8,1
3741,2006-07-18,2,4814,8,1
3759,2006-07-18,3,3215,4,0
3760,2006-07-18,3,4134,2,0
3761,2006-07-18,3,4837,2,0
3783,2006-07-18,5,2152,2,0
3784,2006-07-18,5,3215,2,0
3785,2006-07-18,5,3356,1,0
3786,2006-07-18,5,4134,3,0
3794,2006-07-18,6,3215,2,0
3795,2006-07-18,6,4134,9,1
3796,2006-07-18,6,4812,1,0
3797,2006-07-18,6,4837,4,0
3806,2006-07-18,7,131,2,0
3807,2006-07-18,7,209,4,0
3808,2006-07-18,7,714,10,1
3809,2006-07-18,7,1239,16,1
3810,2006-07-18,7,2152,30,1
3811,2006-07-18,7,3561,8,1
3812,2006-07-18,7,3701,3,0
3813,2006-07-18,7,4134,2,0
3814,2006-07-18,7,4323,6,0
3842,2006-07-18,8,3356,1,0
3843,2006-07-18,8,4134,1,0
3849,2006-07-18,9,111,1,0
3850,2006-07-18,9,209,15,1
3851,2006-07-18,9,553,32,1
3852,2006-07-18,9,1668,12,1
3853,2006-07-18,9,2152,64,1
3854,2006-07-18,9,3356,18,1
3855,2006-07-18,9,3561,6,0
3856,2006-07-18,9,3614,2,0
3857,2006-07-18,9,3701,2,0
3858,2006-07-18,9,4182,70,1
3859,2006-07-18,9,4264,1,0
3860,2006-07-18,9,4265,1,0
3861,2006-07-18,9,4323,11,1
3862,2006-07-18,9,4436,114,1
3863,2006-07-18,9,4513,6,0
3899,2006-07-19,0,1257,2,0
3900,2006-07-19,0,2856,1,0
3901,2006-07-19,0,2914,2,0
3902,2006-07-19,0,3243,1,0
3903,2006-07-19,0,3249,1,0
3904,2006-07-19,0,3269,1,0
3905,2006-07-19,0,3356,1,0
3906,2006-07-19,0,3549,1,0
3907,2006-07-19,0,3561,80,1
3908,2006-07-19,0,3671,14,1
3909,2006-07-19,0,4230,2,0
3910,2006-07-19,0,4766,1,0
3911,2006-07-19,0,4837,2,0
3946,2006-07-19,1,2152,2,0
3947,2006-07-19,1,2828,2,0
3948,2006-07-19,1,3265,1390,1
3949,2006-07-19,1,3462,887,1
3950,2006-07-19,1,3595,2,0
3951,2006-07-19,1,3794,2,0
3952,2006-07-19,1,4134,3,0
3953,2006-07-19,1,4266,2,0
3954,2006-07-19,1,4323,1,0
3955,2006-07-19,1,4766,4,0
3956,2006-07-19,1,4812,2,0
3957,2006-07-19,1,4837,7,0
3983,2006-07-19,2,81,1,0
3984,2006-07-19,2,1312,88,1
3985,2006-07-19,2,3462,877,1
3986,2006-07-19,2,3561,11,1
3987,2006-07-19,2,3659,1,0
3988,2006-07-19,2,3701,1,0
3989,2006-07-19,2,4323,4,0
3990,2006-07-19,2,4538,3,0
3991,2006-07-19,2,4837,2,0
4011,2006-07-19,3,3462,2,0
4012,2006-07-19,3,4134,1,0
4013,2006-07-19,3,4812,1,0
4014,2006-07-19,3,4837,6,0
4022,2006-07-19,4,2914,1,0
4023,2006-07-19,4,3462,882,1
4024,2006-07-19,4,4323,1,0
4025,2006-07-19,4,4837,1,0
4035,2006-07-19,5,3356,1,0
4036,2006-07-19,5,3462,1,0
4037,2006-07-19,5,3561,1,0
4038,2006-07-19,5,4812,1,0
4039,2006-07-19,5,4837,4,0
4047,2006-07-19,6,3462,2,0
4048,2006-07-19,6,3595,2,0
4049,2006-07-19,6,4812,1,0
4050,2006-07-19,6,4837,4,0
4060,2006-07-19,7,2152,31,1
4061,2006-07-19,7,3356,2,0
4062,2006-07-19,7,3561,5,0
4063,2006-07-19,7,3701,3,0
4064,2006-07-19,7,4264,2,0
4065,2006-07-19,7,4323,9,1
4093,2006-07-19,8,2914,1,0
4098,2006-07-19,9,209,5,0
4099,2006-07-19,9,1668,15,1
4100,2006-07-19,9,2152,449,1
4101,2006-07-19,9,2911,34,1
4102,2006-07-19,9,3356,590,1
4103,2006-07-19,9,3549,1,0
4104,2006-07-19,9,3561,72,1
4105,2006-07-19,9,3699,4,0
4106,2006-07-19,9,3707,17,1
4107,2006-07-19,9,4265,64,1
4108,2006-07-19,9,4267,2,0
4109,2006-07-19,9,4436,5,0
4175,2006-07-20,0,209,1,0
4176,2006-07-20,0,701,5,0
4177,2006-07-20,0,1680,1,0
4178,2006-07-20,0,2819,5,0
4179,2006-07-20,0,2856,1,0
4180,2006-07-20,0,2914,1,0
4181,2006-07-20,0,3269,3,0
4182,2006-07-20,0,3352,1,0
4183,2006-07-20,0,3356,1,0
4184,2006-07-20,0,3561,39,1
4185,2006-07-20,0,3671,14,1
4186,2006-07-20,0,3786,1,0
4187,2006-07-20,0,4766,2,0
4188,2006-07-20,0,4814,1,0
4189,2006-07-20,0,4837,1367,1
4218,2006-07-20,1,680,1,0
4219,2006-07-20,1,701,2,0
4220,2006-07-20,1,1103,10,1
4221,2006-07-20,1,1668,2,0
4222,2006-07-20,1,2819,7,0
4223,2006-07-20,1,2828,2,0
4224,2006-07-20,1,3265,1313,1
4225,2006-07-20,1,3352,1,0
4226,2006-07-20,1,3462,1,0
4227,2006-07-20,1,3561,5,0
4228,2006-07-20,1,4134,14,1
4229,2006-07-20,1,4266,2,0
4230,2006-07-20,1,4766,5,0
4231,2006-07-20,1,4837,1364,1
4250,2006-07-20,2,1312,84,1
4251,2006-07-20,2,2152,1,0
4252,2006-07-20,2,2819,4,0
4253,2006-07-20,2,3561,6,0
4254,2006-07-20,2,4323,8,1
4255,2006-07-20,2,4538,12,1
4256,2006-07-20,2,4766,1,0
4257,2006-07-20,2,4837,1364,1
4271,2006-07-20,3,1668,1,0
4272,2006-07-20,3,4134,2,0
4273,2006-07-20,3,4766,1,0
4274,2006-07-20,3,4812,1,0
4275,2006-07-20,3,4837,9,1
4278,2006-07-20,4,2819,10,1
4279,2006-07-20,4,4766,1,0
4280,2006-07-20,4,4837,486,1
4286,2006-07-20,5,1668,2,0
4287,2006-07-20,5,3462,1,0
4288,2006-07-20,5,4134,3,0
4289,2006-07-20,5,4766,1,0
4290,2006-07-20,5,4812,1,0
4291,2006-07-20,5,4837,9,1
4297,2006-07-20,6,1668,2,0
4298,2006-07-20,6,2819,2,0
4299,2006-07-20,6,4134,4,0
4300,2006-07-20,6,4766,2,0
4301,2006-07-20,6,4837,2,0
4305,2006-07-20,7,3,1,0
4306,2006-07-20,7,209,18,1
4307,2006-07-20,7,1239,11,1
4308,2006-07-20,7,1668,3,0
4309,2006-07-20,7,2152,54,1
4310,2006-07-20,7,3561,13,1
4311,2006-07-20,7,4264,6,0
4312,2006-07-20,7,4266,6,0
4342,2006-07-20,8,1668,1,0
4343,2006-07-20,8,3561,2,0
4349,2006-07-20,9,3,2,0
4350,2006-07-20,9,73,2,0
4351,2006-07-20,9,111,1,0
4352,2006-07-20,9,137,10,1
4353,2006-07-20,9,209,1,0
4354,2006-07-20,9,2152,6,0
4355,2006-07-20,9,3794,12,1
4356,2006-07-20,9,4323,11,1
4377,2006-07-21,0,209,1,0
4378,2006-07-21,0,701,2,0
4379,2006-07-21,0,1668,1,0
4380,2006-07-21,0,2828,2,0
4381,2006-07-21,0,2856,1,0
4382,2006-07-21,0,3561,6,0
4383,2006-07-21,0,3671,21,1
4384,2006-07-21,0,3786,1,0
4385,2006-07-21,0,4134,6,0
4386,2006-07-21,0,4230,1,0
4387,2006-07-21,0,4544,1,0
4388,2006-07-21,0,4837,7,0
4423,2006-07-21,1,81,2,0
4424,2006-07-21,1,209,6,0
4425,2006-07-21,1,2018,1,0
4426,2006-07-21,1,2152,1,0
4427,2006-07-21,1,2200,2,0
4428,2006-07-21,1,2828,2,0
4429,2006-07-21,1,3215,2,0
4430,2006-07-21,1,3265,1340,1
4431,2006-07-21,1,3320,1,0
4432,2006-07-21,1,3462,872,1
4433,2006-07-21,1,3561,4,0
4434,2006-07-21,1,3794,10,1
4435,2006-07-21,1,4134,36,1
4436,2006-07-21,1,4266,2,0
4437,2006-07-21,1,4323,1,0
4438,2006-07-21,1,4741,1,0
4439,2006-07-21,1,4766,4,0
4440,2006-07-21,1,4812,2,0
4441,2006-07-21,1,4814,1,0
4442,2006-07-21,1,4837,22,1
4481,2006-07-21,2,59,1,0
4482,2006-07-21,2,1312,84,1
4483,2006-07-21,2,3561,10,1
4484,2006-07-21,2,4134,2,0
4485,2006-07-21,2,4538,4,0
4486,2006-07-21,2,4837,1,0
4505,2006-07-21,3,81,2,0
4506,2006-07-21,3,3462,1,0
4507,2006-07-21,3,4134,26,1
4508,2006-07-21,3,4812,1,0
4509,2006-07-21,3,4837,27,1
4520,2006-07-21,4,3561,1,0
4521,2006-07-21,4,4134,4,0
4522,2006-07-21,4,4837,2,0
4536,2006-07-21,5,81,2,0
4537,2006-07-21,5,3462,1,0
4538,2006-07-21,5,3561,1,0
4539,2006-07-21,5,4134,35,1
4540,2006-07-21,5,4837,31,1
4552,2006-07-21,6,81,2,0
4553,2006-07-21,6,4134,42,1
4554,2006-07-21,6,4812,1,0
4555,2006-07-21,6,4837,40,1
4566,2006-07-21,7,109,1,0
4567,2006-07-21,7,2152,1,0
4568,2006-07-21,7,3561,1,0
4569,2006-07-21,7,4837,1,0
4575,2006-07-21,8,109,1,0
4576,2006-07-21,8,3561,1,0
4577,2006-07-21,8,4837,1,0
4584,2006-07-21,9,174,3,0
4585,2006-07-21,9,209,8,1
4586,2006-07-21,9,701,17,1
4587,2006-07-21,9,852,1,0
4588,2006-07-21,9,1239,63,1
4589,2006-07-21,9,1668,2,0
4590,2006-07-21,9,2152,490,1
4591,2006-07-21,9,2914,106,1
4592,2006-07-21,9,3064,2,0
